contig,contig_length,contig_start,contig_stop,ref_chr,ref_length,ref_start,ref_stop,strand,matches,aln_block_len,percent_identity,mapq,chr_label
contig_11,4202633,42496,4202617,NC_006071.1,4224103,18,4213443,+,4061818,4236331,95.88056268502154,60,ChrE
contig_11,4202633,4,7660,NC_006069.1,3272609,3260141,3267240,-,5826,7681,75.84949876318188,60,ChrC
contig_11,4202633,16703,18656,NC_006071.1,4224103,4188442,4190411,-,1185,1970,60.15228426395939,60,ChrE
contig_11,4202633,39773,40032,NC_006067.1,2303261,409955,410214,+,222,260,85.38461538461539,8,ChrA
contig_11,4202633,39773,40032,NC_006068.1,3066374,1328129,1328388,-,213,260,81.92307692307692,0,ChrB
contig_11,4202633,39773,40026,NC_006067.1,2303261,547625,547878,+,207,254,81.49606299212599,0,ChrA
contig_11,4202633,39773,40032,NC_006070.1,3633272,1920925,1921170,+,204,260,78.46153846153847,0,ChrD
contig_11,4202633,39802,40032,NC_006071.1,4224103,1836275,1836505,+,193,231,83.54978354978356,0,ChrE
contig_11,4202633,39773,40027,NC_006070.1,3633272,307578,307832,+,190,255,74.50980392156863,0,ChrD
contig_11,4202633,30477,30765,NC_006072.1,4003362,3666529,3666817,+,188,289,65.05190311418684,0,ChrF
contig_11,4202633,30477,30765,NC_006070.1,3633272,1327797,1328085,+,188,289,65.05190311418684,0,ChrD
contig_11,4202633,30492,30814,NC_006072.1,4003362,2540089,2540411,+,184,323,56.965944272445824,0,ChrF
contig_11,4202633,3162,3443,NC_006071.1,4224103,2624899,2625203,-,190,305,62.295081967213115,0,ChrE
contig_11,4202633,39773,40027,NC_006070.1,3633272,1990829,1991083,-,183,255,71.76470588235294,0,ChrD
contig_11,4202633,30477,30824,NC_006072.1,4003362,3704054,3704398,-,185,352,52.55681818181818,0,ChrF
contig_11,4202633,39773,40027,NC_006070.1,3633272,3388712,3388966,-,179,255,70.19607843137254,0,ChrD
contig_11,4202633,690,2840,NC_006070.1,3633272,1211273,1213406,-,196,2173,9.019788311090657,0,ChrD
contig_11,4202633,39773,40026,NC_006070.1,3633272,250491,250744,-,178,254,70.07874015748031,0,ChrD
contig_11,4202633,3162,3443,NC_006072.1,4003362,3136054,3136358,+,179,305,58.68852459016394,0,ChrF
